drips=1 water was=1 now=21, filled was 0 now=0
.................................................|...................................................................................######################|.........................#.......................#...........................#........#..#.................#.......................................................#....#....................
.................................................|.........................................................................................................|.........................#.......................#...........................#........#..#.................#.......................................................#....#....................
.................................................|.........................................................................................................|.........................#.......................#...........................#........#..#.................#.......................................................#....#....................
.................................................|.........................................................................................................|.........................#.......................#...........................#........#..#.................#.......................................................#....#....................
.................................................|.........................................................................................................|.........................#.......................#...........................#........#..#.................#.......................................................#....#....................
.................................................|.........................................................................................................|.........................#.......................#...........................#........#..#.................#.......................................................#....#....................
.................................................|.........................................................................................................|.........................#...............#.#.....#...........................#........#..#.................#.......................................................#....#....................
...................................|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||#..................#...............#.#.....#...........................#........#..#.................#.......................................................#....#....................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#..................#...............#.#.....#...........................#........#..#.................#.......................................................#....#....................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#..................#...............#.#.....#...........................#........#..###################.......................................................#....#....................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#..................#...............###.....#...........................#........#............................................................................######....................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#..................#.......................#.....................#.....#........#......................................................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#..................#.......................#.....................#.#...#........#......................................................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#..................#########################.....................#.#...#........#......................................................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~#................................................................#.#...#........#......................................................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~#................................................................#.#...#........#......................................................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~#................................................................#.#...#........#......................................................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#####~~~~~~~~~~~~~~~~~#................................................................#.#...#........#.....................#.......#........................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#................................................................#.#...##########.....................#.......#........................................................................
...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#................................................................#.#..................................#.......#..................................#.......................#.............
...................................|###############################################################################################################################................................................................#.#..................................#.......#..................................#.......................#.............
...................................|...............................................................................................................................................................................................#.#..................................#.......#..................................#.......................#.............
...................................|...............................................................................................................................................................................................#.#..................................#.......#..................................#.......................#.............
...................................|...............................................................................................................................................................................................#.#..................................#.......#..................................#.......................#.............
...................................|...............................................................................................................................................................................................#.#..................................#.......#..................................#.......................#.............
...................................|...............................................................................................................................................................................................###..................................#.......#..................................#.......................#.............
...................................|...........................................................................................................................................................................................................................#........#.......#..................................#.......................#.............
...................................|.................................................#.........#...............................................................................................................................................................#.....#..#.......#..................................#.......................#.............
...................................|.................................................#.........#...............................................................................................................................................................#.....#..#.......#..#........#......................#.......................#.............
...................................|.................................................#.........#...............................................................................................................................................................#######..#.......#..#........#......................#.......................#.............
..........................||||||||||||||||||||||.....................................#.........#........................................................................................................................................................................#.......#..#........#......................#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|.....................................#.........#........................................................................................................................................................................#.......#..#........#......................#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|.....................................#.........#........................................................................................................................................................................#.......#..#........#......................#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|.....................................#.........#........................................................................................................................................................................#.......#..#........#......................#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#........................................................................................................................................................................#.......#..#........#......................#..........#.#..........#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#.......................................................................................................#...........................#....................................#.......#..#........#......................#..........#.#..........#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#.............................................................#...........#.............................#...........................#....................................#.......#..#........#......................#..........#.#..........#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#.............................#...............................#...........#.............................#...........................#....................................#.......#..#........#......................#..........###..........#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#............#................#...............................#...........#.............................#...................###.....#....................................#.......#..#........#......................#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#............#................#...............................#...........#.............................#...................#.#.....#....................................#.......#..#........#.........#............#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#............#................#...............................#...........#.............................#...................#.#.....#....................................#.......#..#........#.........#.......#....#.......................#.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#............#................#...............................#...........#.............................#...................#.#.....#....................................#.......#..##########.........#.......#....#########################.............
..........................|#~~~~~~~~~~~~~~~~~~#|..#..#...............................#.........#............#.....###........#...............................#...........#.............................#...................#.#.....#....................................#.......#.....................#.......#..........................................
..........................|####################|..####...............................#.........#............#.....#.#........#...............................#...........#.............................#...................#.#.....#....................................#.......#.....................#.......#..........................................
..........................|....................|.....................................#.........#............#.....#.#........#...............................#############.............................#...................#.#.....#....................................#.......#.....................#.......#..........................................
..........................|....................|.....................................###########............#.....#.#........#.........................................................................#...................#.#.....#....................................#########.....................#.......#..........................................
..........................|....................|............................................................#.....#.#........#.........................................................................#...................###.....#..................................................................#.......#..........................................
..........................|....................|............................................................#.....#.#........#.........................................................................#...........................#..................................................................#.......#..........................................
..........................|....................|............................................................#.....#.#........#.........................................................................#...........................#..................................................................#.......#..........................................
...............|||||||||||||||||||||||.........|............................................................#.....###........#.........................................................................#...........................#..................................................................#.......#..........................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|............................................................#................#.........................................................................#...........................#..................................................................#########..........................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|............................................................#................#.........................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|............................................................#................#.........................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|............................................................#................#.........................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|............................................................#................#.........................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~#~#~~~~~~~~~#|.........|...................................#.......#................#................#.........................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~#~#~~~~~~~~~#|.........|...................................#.......#................##################.........................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~###~~~~~~~~~#|.........|...................................#.......#...........................................................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|...................................#.......#...........................................................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|...................................#.......#...........................................................................................................#...........................#.....................................................................................................................
...............|#~~~~~~~~~~~~~~~~~~~#|.........|...................................#.......#...........................................................................................................#############################.....................................................................................................................
...............|#####################|.........|...................................#.......#.............................................................................................................................................................................................................................................................
...............|.....................|.........|...................................#.......#.............................................................................................................................................................................................................................................................
...............|.....................|.........|...................................#.......#.............................................................................................................................................................................................................................................................
...............|.....................|.........|...................................#########...........................................................................................................................................................................................................................#.................................
...............|.....................|.........|.............................................................................................#.....#..................................................................................................................................................#................#.................................
...............|.....................|.........|.............................................................................................#.....#.....................................................................................................................................#............#................#.................................
...............|.....................|.........|.............................................................................................#.....#....................................................................................................................#................#............#................#.................................
...............|............||||||||||||||||||||||#..........................................................................................#.....#...................................#................................................................................#................#............#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#..........................................................................................#.....#......................#............#................................................................................#................#............#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#..........................................................................................#.....#......................#............#................................................................................#................#............#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#..........................................................................................#.....#......................#............#................................................................................##################............#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#..........................................................................................#.....#......................#............#..............................................................................................................#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#..........................................................................................#.....#......................#............#..............................................................................................................#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#................................................#.........................................#.....#......................#............#..............................................................................................................#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#..............................#..........#.....#......................#............#..............................................................................................................#................#.................................
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#...........................#..#..........#.....#......................#............#..............................................................................................................#................#.........#.......................
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#...........................#..#..........#.....#......................#............#.............................................................................................#..#.............#................#.........#.................#.....
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#...........................#..#..........#######......................##############.............................................................................................#..#.............#................#.........#.................#.....
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#...........................#..#..................................................................................................................................................#..#.............#................#.........#.................#.....
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#...........................#..#..................................................................................................................#...............................#..#.............#................#.........#.................#.....
...............|............|#~~~~~~~~~~~~~~~~~~~~#............................................#...#...........................#..#....................................................#..........................................................#..#...............................#..#.............#................#.........#.................#.....
...............|............|######################............................................#...#...........................#..#....................................................#.........................#..................#.............#..#...............................#..#.............#................#.........#.................#.....
...............|............|..................................................................#...#...........................#..#....................................................#.........................#.....#............#.............#..#...............................#..#.............#................#.........#.................#.....
...............|............|..................................................................#...#...........................#..#....................................................#.........................#.....#............#.............#..#...............................#..#.............#................#.........#.................#.....
...............|............|..................................................................#...#...........................#..#............................................#.......#.........................#.....#............#.............#..#...............................#..#.............#................#.........#.................#.....
...............|............|..................................................................#####...........................#..#.................#..........................#.......#.........................#.....#............#.............#..#...............................#..#.............#................#.........#.................#.....
...............|............|..................................................................................................#..#.................#..........................#.......#.........................#.....#............#.............#..#...............................#..#.............##################.........#.................#.....
...............|............|..................................................................................................#..#.................#..........................#.......#.........................#.....#............#.............#..#...............................#..#........................................#.................#.....
...............|............|..................................................................................................#..#.................#..........................#.......#.........................#.....#............#.............#..#...............................#..#........................................#.................#.....
..#|||||||||||||||||||||||||||||||||||||||||...................................................................................#..#.................#..........................#.......#.....#####...............#.....#............#.............#..#...............................#..#.............#..........................#.................#.....
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|...................................................................................#..#.................#..........................#.......#.....#...#...............#.....#............#.............#..#...............................#..#.............#..................#.......#.................#.....
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|...................................................................................#..#.................#........#..#..............#.......#.....#...#...............#.....#............#.............#..#...............................#..#.............#..................#.......#.................#.....
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|...................................................................................#..#.................#........#..#..............#.......#.....#...#...............#.....#............#.............#..#...............................####.............#..................#.......#.................#.....
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|...................................................................................####.................#........#..#..............#.......#.....#...#...............#.....#............#.............####................................................#..................#.......#.................#.....
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#........#..#..............#.......#.....#####...............#.....#............#.................................................................#..................#.......###################.....
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#........#..#..............#.......#.........................#.....#............#.................................................................#..................#...............................
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#........#..#..............#.......#.........................#.....#............#.................................................................#..................#...............................
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#........#..#..............#.......#.........................#.....#............#.................................................................#..................#...............................
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#........#..#..............#.......###########################.....#............#.................................................................#..................#...............................
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#........####..............#.......................................#............#.................................................................#..................#...............................
..#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#|........................................................................................................#..........................#.......................................##############.................................................................#..................#...............................
..#########################################|........................................................................................................#..........................#.......#........................#.....................................................................................#..................#...............................
...........................................|........................................................................................................#..........................#.......#........................#.....................................................................................#..................#...............................
...........................................|........................................................................................................############################.......#........................#.....................................................................................#..........#.#.....#...............................
...........................................|...........................................................................................................................................#........................#.....................................................................................#..........#.#.....#...............................
...........................................|...........................................................................................................................................#........................#.....................................................................................#..........#.#.....#...............................
...........................................|...........................................................................................................................................#........................#.....................................................................................#..........#.#.....#...............................
...........................................|...........................................................................................................................................#........................#.....................................................................................#..........###.....#...............................
...........................................|...........................................................................................................................................#........................#.....................................................................................#..................#...............................
.............................||||||||||||||||||||||||#.................................................................................................................................#........................#.....................................................................................#..................#...............................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#.................................................................................................................................#........................#.....................................................................................#..................#...............................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#.................................................................................................................................#........................#.....................................................................................####################...............................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#.................................................................................................................................#........................#.....................................................#......................#...........................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#.................................................................................................................................#........................#.....................................................#......................#...........................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#.................................................................................................................................##########################.....................................................#......................#...........................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#...............#..................#....................................................................................................................................########################...........................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#...............#.....#............#.......................................................................................................................................................................................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#...............#.....#............#.......................................................................................................................................................................................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#...............#.....#............#.......................................................................................................................................................................................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#...............#.....#............#.......................................................................................................................................................................................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#.......#.#.....#.....#............#.......................................................................................................................................................................................................................
.............................|#~~~~~~~~~~~~~~~~~~~~~~#........................................#.......#.#.....#.....#............#.......................................................................................................................................................................................................................
.............................|########################........................................#.......#.#.....#.....#............#.......................................................................................................................................................................................................................
.............................|................................................................#.......#.#.....#.....#............#.......................................................................................................................................................................................................................
.............................|................................................................#.......###.....#.....#............#.......................................................................................................................................................................................................................
.............................|................................................................#...............#.....#............#.......................................................................................................................................................................................................................
.............................|................................................................#...............#.....#............#.......................................................................................................................................................................................................................
.............................|................................................................#################.....#............#.......................................................................................................................................................................................................................
.............................|......................................................................................#............#.......................................................................................................................................................................................................................
.............................|......................................................................................#............#.......................................................................................................................................................................................................................
